"day","tra"
"20051105",false
"20051106",false
"20051107",true
"20051108",true
"20051109",true
"20070223",false
"20070224",false
"20070225",false
"20070226",true
"20070227",true
"20070228",true
"20070301",true
"20070302",true
"20070303",false
"20070304",false
"20070305",true
"20070306",true
"20070307",true
"20070308",true
"20070309",true
"20070310",false
"20070311",false
"20070312",true
"20070313",true
"20070314",true
"20070315",true
"20070316",true
"20070317",false
"20070318",false
"20070319",true
"20070320",true
"20070321",true
"20070322",true
"20070323",true
"20070324",false
"20070325",false
"20070326",true
"20070327",true
"20070328",true
"20070329",true
"20070330",true
"20070331",false
"20070401",false
"20070402",true
"20070403",true
"20070404",true
"20070405",true
"20070406",true
"20070407",false
"20070408",false
"20070409",true
"20070410",true
"20070411",true
"20070412",true
"20070413",true
"20070414",false
"20070415",false
"20070416",true
"20070417",true
"20070418",true
"20070419",true
"20070420",true
"20070421",false
"20070422",false
"20070423",true
"20070424",true
"20070425",true
"20070426",true
"20070427",true
"20070428",false
"20070429",false
"20070430",true
"20070501",false
"20070502",false
"20070503",false
"20070504",false
"20070505",false
"20070506",false
"20070507",false
"20070508",true
"20070509",true
"20070510",true
"20070511",true
"20070512",false
"20070513",false
"20070514",true
"20070515",true
"20070516",true
"20070517",true
"20070518",true
"20070519",false
"20070520",false
"20070521",true
"20070522",true
"20070523",true
"20070524",true
"20070525",true
"20070526",false
"20070527",false
"20070528",true
"20070529",true
"20070530",true
"20070531",true
"20070601",true
"20070602",false
"20070603",false
"20070604",true
"20070605",true
"20070606",true
"20070607",true
"20070608",true
"20070609",false
"20070610",false
"20070611",true
"20070612",true
"20070613",true
"20070614",true
"20070615",true
"20070616",false
"20070617",false
"20070618",true
"20070619",true
"20070620",true
"20070621",true
"20070622",true
"20070623",false
"20070624",false
"20070625",true
"20070626",true
"20070627",true
"20070628",true
"20070629",true
"20070630",false
"20070701",false
"20070702",true
"20070703",true
"20070704",true
"20070705",true
"20070706",true
"20070707",false
"20070708",false
"20070709",true
"20070710",true
"20070711",true
"20070712",true
"20070713",true
"20070714",false
"20070715",false
"20070716",true
"20070717",true
"20070718",true
"20070719",true
"20070720",true
"20070721",false
"20070722",false
"20070723",true
"20070724",true
"20070725",true
"20070726",true
"20070727",true
"20070728",false
"20070729",false
"20070730",true
"20070731",true
"20070801",true
"20070802",true
"20070803",true
"20070804",false
"20070805",false
"20070806",true
"20070807",true
"20070808",true
"20090430",true
"20090501",false
"20090502",false
"20090503",false
"20090504",true
"20090505",true
"20090506",true
"20090507",true
"20090508",true
"20090509",false
"20090510",false
"20090511",true
"20090512",true
"20090513",true
"20090514",true
"20090515",true
"20090516",false
"20090517",false
"20090518",true
"20090519",true
"20090520",true
"20090521",true
"20090522",true
"20090523",false
"20090524",false
"20090525",true
"20090526",true
"20120815",true
"20120816",true
"20120817",true
"20120818",false
"20120819",false
"20120820",true
"20120821",true
"20120822",true
"20120823",true
"20120824",true
"20120825",false
"20120826",false
"20120827",true
"20120828",true
"20120829",true
"20120830",true
"20120831",true
"20120901",false
"20120902",false
"20120903",true
"20120904",true
"20120905",true
"20120906",true
"20120907",true
"20120908",false
"20120909",false
"20120910",true
"20120911",true
"20120912",true
"20120913",true
"20120914",true
"20120915",false
"20120916",false
"20120917",true
"20120918",true
"20120919",true
"20120920",true
"20120921",true
"20120922",false
"20120923",false
"20120924",true
"20120925",true
"20120926",true
"20120927",true
"20120928",true
"20120929",false
"20120930",false
"20121001",false
"20121002",false
"20121003",false
"20121004",false
"20121005",false
"20121006",false
"20121007",false
"20121008",true
"20121009",true
"20121010",true
"20121011",true
"20121012",true
"20121013",false
"20121014",false
"20121015",true
"20121016",true
"20121017",true
"20121018",true
"20121019",true
"20121020",false
"20121021",false
"20121022",true
"20121023",true
"20121024",true
"20121025",true
"20121026",true
"20121027",false
"20121028",false
"20121029",true
"20121030",true
"20121031",true
"20121101",true
"20121102",true
"20121103",false
"20121104",false
"20121105",true
"20121106",true
"20121107",true
"20121108",true
"20121109",true
"20121110",false
"20121111",false
"20121112",true
"20121113",true
"20121114",true
"20121115",true
"20121116",true
"20121117",false
"20121118",false
"20121119",true
"20121120",true
"20121121",true
"20121122",true
"20121123",true
"20121124",false
"20121125",false
"20121126",true
"20121127",true
"20121128",true
"20121129",true
"20121130",true
"20121201",false
"20121202",false
"20121203",true
"20121204",true
"20121205",true
"20121206",true
"20121207",true
"20121208",false
"20121209",false
"20121210",true
"20121211",true
"20121212",true
"20121213",true
"20121214",true
"20121215",false
"20121216",false
"20121217",true
"20121218",true
"20121219",true
"20121220",true
"20121221",true
"20121222",false
"20121223",false
"20121224",true
"20121225",true
"20121226",true
"20121227",true
"20121228",true
"20121229",false
"20121230",false
"20121231",true
"20130101",false
"20130102",false
"20130103",false
"20120101",false
"20120102",false
"20120103",false
"20120104",true
"20131029",true
"20090527",true
"20090528",false
"20090529",false
"20090530",false
"20090531",false
"20090601",true
"20090602",true
"20090603",true
"20090604",true
"20090605",true
"20090606",false
"20090607",false
"20090608",true
"20090609",true
"20090610",true
"20090611",true
"20090612",true
"20090613",false
"20090614",false
"20090615",true
"20090616",true
"20090617",true
"20090618",true
"20090619",true
"20090620",false
"20090621",false
"20090622",true
"20090623",true
"20090624",true
"20090625",true
"20090626",true
"20090627",false
"20090628",false
"20090629",true
"20090630",true
"20090701",true
"20090702",true
"20090703",true
"20090704",false
"20090705",false
"20090706",true
"20090707",true
"20090708",true
"20090709",true
"20090710",true
"20090711",false
"20090712",false
"20090713",true
"20090714",true
"20090715",true
"20090716",true
"20090717",true
"20090718",false
"20090719",false
"20090720",true
"20090721",true
"20090722",true
"20090723",true
"20090724",true
"20090725",false
"20090726",false
"20090727",true
"20090728",true
"20090729",true
"20090730",true
"20090731",true
"20090801",false
"20090802",false
"20090803",true
"20090804",true
"20090805",true
"20090806",true
"20090807",true
"20090808",false
"20090809",false
"20090810",true
"20090811",true
"20090812",true
"20090813",true
"20090814",true
"20090815",false
"20090816",false
"20090817",true
"20090818",true
"20090819",true
"20090820",true
"20090821",true
"20090822",false
"20090823",false
"20090824",true
"20090825",true
"20090826",true
"20090827",true
"20090828",true
"20090829",false
"20090830",false
"20090831",true
"20090901",true
"20090902",true
"20090903",true
"20090904",true
"20090905",false
"20090906",false
"20090907",true
"20090908",true
"20090909",true
"20090910",true
"20090911",true
"20090912",false
"20090913",false
"20090914",true
"20090915",true
"20090916",true
"20090917",true
"20090918",true
"20090919",false
"20090920",false
"20090921",true
"20090922",true
"20090923",true
"20090924",true
"20090925",true
"20090926",false
"20090927",false
"20090928",true
"20090929",true
"20090930",true
"20091001",false
"20091002",false
"20091003",false
"20091004",false
"20091005",false
"20091006",false
"20091007",false
"20091008",false
"20091009",true
"20091010",false
"20091011",false
"20091012",true
"20091013",true
"20091014",true
"20091015",true
"20091016",true
"20091017",false
"20131025",true
"20131026",false
"20130108",true
"20091021",true
"20091022",true
"20091023",true
"20091024",false
"20091025",false
"20091026",true
"20091027",true
"20091028",true
"20091029",true
"20091030",true
"20091031",false
"20091101",false
"20091102",true
"20091103",true
"20091104",true
"20091105",true
"20091106",true
"20091107",false
"20091108",false
"20091109",true
"20091110",true
"20091111",true
"20091112",true
"20091113",true
"20091114",false
"20091115",false
"20091116",true
"20091117",true
"20091118",true
"20091119",true
"20091120",true
"20091121",false
"20091122",false
"20091123",true
"20091124",true
"20091125",true
"20091126",true
"20091127",true
"20091128",false
"20091129",false
"20091130",true
"20091201",true
"20091202",true
"20091203",true
"20081114",true
"20081115",false
"20081116",false
"20081117",true
"20081118",true
"20081119",true
"20081120",true
"20081121",true
"20081122",false
"20081123",false
"20081124",true
"20081125",true
"20081126",true
"20081127",true
"20081128",true
"20081129",false
"20081130",false
"20081201",true
"20081202",true
"20081203",true
"20081204",true
"20081205",true
"20081206",false
"20081207",false
"20081208",true
"20081209",true
"20081210",true
"20081211",true
"20081212",true
"20081213",false
"20081214",false
"20081215",true
"20081216",true
"20081217",true
"20081218",true
"20081219",true
"20081220",false
"20081221",false
"20081222",true
"20081223",true
"20081224",true
"20081225",true
"20081226",true
"20081227",false
"20081228",false
"20081229",true
"20081230",true
"20081231",true
"20090101",false
"20090102",false
"20090103",false
"20090104",false
"20090105",true
"20090106",true
"20090107",true
"20090108",true
"20090109",true
"20090110",false
"20090111",false
"20090112",true
"20090113",true
"20090114",true
"20090115",true
"20090116",true
"20090117",false
"20090118",false
"20090119",true
"20090120",true
"20090121",true
"20090122",true
"20090123",true
"20090124",false
"20090125",false
"20090126",false
"20090127",false
"20090128",false
"20090129",false
"20090130",false
"20090131",false
"20090201",false
"20090202",true
"20090203",true
"20090204",true
"20090205",true
"20090206",true
"20090207",false
"20090208",false
"20090209",true
"20090210",true
"20090211",true
"20090212",true
"20090213",true
"20090214",false
"20090215",false
"20090216",true
"20090217",true
"20090218",true
"20090219",true
"20130104",true
"20130105",false
"20090221",false
"20090222",false
"20090223",true
"20090224",true
"20090225",true
"20090226",true
"20090227",true
"20090228",false
"20090301",false
"20090302",true
"20090303",true
"20090304",true
"20090305",true
"20090306",true
"20090307",false
"20090308",false
"20090309",true
"20090310",true
"20090311",true
"20090312",true
"20090313",true
"20090314",false
"20090315",false
"20090316",true
"20090317",true
"20090318",true
"20090319",true
"20090320",true
"20090321",false
"20090322",false
"20090323",true
"20090324",true
"20090325",true
"20090326",true
"20090327",true
"20090328",false
"20090329",false
"20090330",true
"20090331",true
"20090401",true
"20090402",true
"20090403",true
"20090404",false
"20090405",false
"20090406",false
"20090407",true
"20090408",true
"20090409",true
"20090410",true
"20090411",false
"20090412",false
"20090413",true
"20090414",true
"20090415",true
"20090416",true
"20090417",true
"20090418",false
"20090419",false
"20090420",true
"20090421",true
"20090422",true
"20090423",true
"20090424",true
"20090425",false
"20090426",false
"20090427",true
"20090428",true
"20090429",true
"20120526",false
"20120527",false
"20120528",true
"20120529",true
"20120530",true
"20120531",true
"20120601",true
"20120602",false
"20120603",false
"20120604",true
"20120605",true
"20120606",true
"20120607",true
"20120608",true
"20120609",false
"20120610",false
"20120611",true
"20120612",true
"20120613",true
"20120614",true
"20120615",true
"20120616",false
"20120617",false
"20120618",true
"20120619",true
"20120620",true
"20120621",true
"20120622",false
"20120623",false
"20120624",false
"20120625",true
"20120626",true
"20120627",true
"20120628",true
"20120629",true
"20120630",false
"20120701",false
"20120702",true
"20120703",true
"20120704",true
"20120705",true
"20120706",true
"20120707",false
"20120708",false
"20120709",true
"20120710",true
"20120711",true
"20120712",true
"20120713",true
"20120714",false
"20120715",false
"20120716",true
"20120717",true
"20120718",true
"20120719",true
"20120720",true
"20120721",false
"20120722",false
"20120723",true
"20120724",true
"20120725",true
"20120726",true
"20120727",true
"20120728",false
"20120729",false
"20120730",true
"20120731",true
"20120801",true
"20120802",true
"20120803",true
"20120804",false
"20120805",false
"20120806",true
"20120807",true
"20120808",true
"20120809",true
"20120810",true
"20120811",false
"20120812",false
"20120813",true
"20120814",true
"20120105",true
"20120106",true
"20120107",false
"20120108",false
"20120109",true
"20120110",true
"20120111",true
"20120112",true
"20120113",true
"20120114",false
"20120115",false
"20120116",true
"20120117",true
"20120118",true
"20120119",true
"20120120",true
"20120121",false
"20120122",false
"20120123",false
"20120124",false
"20120125",false
"20120126",false
"20120127",false
"20120128",false
"20120129",true
"20120130",true
"20120131",true
"20120201",true
"20120202",true
"20120203",true
"20120204",false
"20120205",false
"20120206",true
"20120207",true
"20120208",true
"20120209",true
"20120210",true
"20120211",false
"20120212",false
"20120213",true
"20120214",true
"20120215",true
"20120216",true
"20120217",true
"20120218",false
"20120219",false
"20120220",true
"20120221",true
"20120222",true
"20120223",true
"20120224",true
"20120225",false
"20120226",false
"20120227",true
"20120228",true
"20120229",true
"20120301",true
"20120302",true
"20120303",false
"20120304",false
"20120305",true
"20120306",true
"20120307",true
"20120308",true
"20120309",true
"20120310",false
"20120311",false
"20120312",true
"20120313",true
"20120314",true
"20120315",true
"20120316",true
"20120317",false
"20120318",false
"20120319",true
"20120320",true
"20120321",true
"20120322",true
"20120323",true
"20120324",false
"20120325",false
"20120326",true
"20120327",true
"20120328",true
"20120329",true
"20120330",true
"20120331",false
"20120401",false
"20120402",false
"20120403",false
"20120404",false
"20120405",true
"20120406",true
"20120407",false
"20120408",false
"20120409",true
"20120410",true
"20120411",true
"20120412",true
"20120413",true
"20120414",false
"20120415",false
"20120416",true
"20120417",true
"20120418",true
"20120419",true
"20120420",true
"20120421",false
"20120422",false
"20120423",true
"20120424",true
"20120425",true
"20120426",true
"20120427",true
"20120428",false
"20120429",false
"20120430",false
"20120501",false
"20120502",true
"20120503",true
"20120504",true
"20120505",false
"20120506",false
"20120507",true
"20120508",true
"20120509",true
"20120510",true
"20120511",true
"20120512",false
"20120513",false
"20120514",true
"20120515",true
"20120516",true
"20120517",true
"20120518",true
"20120519",false
"20120520",false
"20120521",true
"20120522",true
"20120523",true
"20120524",true
"20120525",true
"20110220",false
"20110221",true
"20110222",true
"20110223",true
"20150109",true
"20150112",true
"20150113",true
"20150114",true
"20150115",true
"20150116",true
"20150117",false
"20150118",false
"20150119",true
"20150120",true
"20150121",true
"20150122",true
"20150123",true
"20150124",false
"20150125",false
"20150126",true
"20150127",true
"20150128",true
"20150129",true
"20150130",true
"20150131",false
"20150201",false
"20150202",true
"20150203",true
"20150204",true
"20150205",true
"20150206",true
"20150207",false
"20150208",false
"20150209",true
"20150210",true
"20150211",true
"20150212",true
"20150213",true
"20150214",false
"20150215",false
"20150216",true
"20150217",true
"20150218",false
"20150219",false
"20150220",false
"20150221",false
"20150222",false
"20150223",false
"20150224",false
"20150225",true
"20150226",true
"20150227",true
"20150228",false
"20150301",false
"20150302",true
"20150303",true
"20150304",true
"20150305",true
"20150306",true
"20150307",false
"20150308",false
"20150309",true
"20150310",true
"20150311",true
"20150312",true
"20150313",true
"20150314",false
"20150315",false
"20150316",true
"20150317",true
"20150318",true
"20150319",true
"20150320",true
"20150321",false
"20150322",false
"20150323",true
"20150324",true
"20150325",true
"20150326",true
"20150327",true
"20150328",false
"20150329",false
"20150330",true
"20150331",true
"20150401",true
"20150402",true
"20150403",true
"20150404",false
"20150405",false
"20150406",false
"20150407",true
"20150408",true
"20150409",true
"20150410",true
"20150411",false
"20150412",false
"20150413",true
"20150414",true
"20150415",true
"20150416",true
"20150417",true
"20150418",false
"20150419",false
"20150420",true
"20150421",true
"20150422",true
"20150423",true
"20150424",true
"20150425",false
"20150426",false
"20150427",true
"20150428",true
"20150429",true
"20150430",true
"20150501",false
"20150502",false
"20150503",false
"20150504",true
"20150505",true
"20150506",true
"20150507",true
"20150508",true
"20150509",false
"20150510",false
"20150511",true
"20150512",true
"20150513",true
"20150514",true
"20150515",true
"20150516",true
"20150517",false
"20150518",true
"20150519",true
"20150520",true
"20150521",true
"20150522",true
"20150523",false
"20150524",false
"20150525",true
"20150526",true
"20150527",true
"20150528",true
"20150529",true
"20180317",false
"20180318",false
"20130106",false
"20130107",true
"20171026",true
"20130109",true
"20130110",true
"20130111",true
"20130112",false
"20130113",false
"20130114",true
"20130115",true
"20130116",true
"20130117",true
"20130118",true
"20130119",false
"20130120",false
"20130121",true
"20130122",true
"20130123",true
"20130124",true
"20130125",true
"20130126",false
"20130127",false
"20130128",true
"20130129",true
"20130130",true
"20130131",true
"20130201",true
"20130202",false
"20130203",false
"20130204",true
"20130205",true
"20130206",true
"20130207",true
"20130208",true
"20130209",false
"20130210",false
"20130211",false
"20130212",false
"20130213",false
"20130214",false
"20130215",false
"20130216",false
"20130217",false
"20130218",true
"20130219",true
"20130220",true
"20130221",true
"20130222",true
"20130223",false
"20130224",false
"20130225",true
"20130226",true
"20130227",true
"20130228",true
"20130301",true
"20130302",false
"20130303",false
"20130304",true
"20130305",true
"20130306",true
"20130307",true
"20130308",true
"20130309",false
"20130310",false
"20130311",true
"20130312",true
"20130313",true
"20130314",true
"20130315",true
"20130316",false
"20130317",false
"20130318",true
"20130319",true
"20130320",true
"20130321",true
"20130322",true
"20130323",false
"20130324",false
"20130325",true
"20130326",true
"20130327",true
"20130328",true
"20130329",true
"20130330",false
"20130331",false
"20130401",true
"20130402",true
"20130403",true
"20130404",false
"20130405",false
"20130406",false
"20130407",false
"20130408",true
"20130409",true
"20130410",true
"20130411",true
"20130412",true
"20130413",false
"20130414",false
"20130415",true
"20130416",true
"20130417",true
"20130418",true
"20130419",true
"20130420",false
"20130421",false
"20130422",true
"20130423",true
"20130424",true
"20130425",true
"20130426",true
"20130427",false
"20130428",false
"20130429",false
"20130430",false
"20130501",false
"20130502",true
"20130503",true
"20130504",false
"20130505",false
"20130506",true
"20130507",true
"20130508",true
"20130509",true
"20130510",true
"20130511",false
"20130512",false
"20130513",true
"20130514",true
"20130515",true
"20130516",true
"20130517",true
"20130518",false
"20130519",false
"20130520",true
"20130521",true
"20130522",true
"20130523",true
"20130524",true
"20130525",false
"20130526",false
"20130527",true
"20130528",true
"20130529",true
"20150530",false
"20150531",false
"20150601",true
"20150602",true
"20150603",true
"20150604",true
"20150605",true
"20150606",false
"20150607",false
"20150608",true
"20150609",true
"20150610",true
"20150611",true
"20150612",true
"20150613",false
"20150614",false
"20150615",true
"20150616",true
"20150617",true
"20150618",true
"20150619",true
"20150620",false
"20150621",false
"20150622",false
"20150623",true
"20150624",true
"20150625",true
"20150626",true
"20150627",false
"20150628",false
"20150629",true
"20150630",true
"20150701",true
"20150702",true
"20150703",true
"20150704",false
"20150705",false
"20150706",true
"20150707",true
"20150708",true
"20150709",true
"20150710",true
"20150711",false
"20150712",false
"20150713",true
"20150714",true
"20150715",true
"20150716",true
"20150717",true
"20150718",false
"20150719",false
"20150720",true
"20150721",true
"20150722",true
"20150723",true
"20150724",true
"20150725",false
"20150726",false
"20150727",true
"20150728",true
"20150729",true
"20150730",true
"20150731",true
"20150801",false
"20150802",false
"20150803",true
"20150804",true
"20150805",true
"20150806",true
"20150807",true
"20150808",false
"20150809",false
"20150810",true
"20150811",true
"20150812",true
"20150813",true
"20150814",true
"20150815",false
"20150816",false
"20150817",true
"20150818",true
"20150819",true
"20150820",true
"20150821",true
"20150822",false
"20150823",false
"20150824",true
"20150825",true
"20150826",true
"20150827",true
"20150828",true
"20150829",false
"20150830",false
"20150831",true
"20150901",true
"20150902",true
"20150903",false
"20150904",false
"20150905",false
"20150906",false
"20150907",true
"20150908",true
"20150909",true
"20150910",true
"20150911",true
"20150912",false
"20150913",false
"20150914",true
"20150915",true
"20150916",true
"20150917",true
"20150918",true
"20150919",false
"20150920",false
"20150921",true
"20150922",true
"20150923",true
"20150924",true
"20150925",true
"20150926",false
"20150927",false
"20150928",true
"20150929",true
"20150930",true
"20151001",false
"20151002",false
"20151003",false
"20151004",false
"20151005",false
"20151006",false
"20151007",false
"20151008",true
"20151009",true
"20151010",false
"20151011",false
"20151012",true
"20151013",true
"20151014",true
"20151015",true
"20151016",true
"20151017",false
"20151018",false
"20151019",true
"20151020",true
"20151021",true
"20151022",true
"20151023",true
"20151024",false
"20151025",false
"20151026",true
"20151027",true
"20151028",true
"20151029",true
"20151030",true
"20151031",false
"20151101",false
"20151102",true
"20151103",true
"20151104",true
"20151105",true
"20151106",true
"20151107",false
"20151108",false
"20151109",true
"20151110",true
"20151111",true
"20151112",true
"20151113",true
"20151114",false
"20151115",false
"20151116",true
"20151117",true
"20151118",true
"20151119",true
"20151120",true
"20151121",false
"20151122",false
"20151123",true
"20151124",true
"20151125",true
"20151126",true
"20151127",true
"20151128",false
"20151129",false
"20151130",true
"20151201",true
"20151202",true
"20151203",true
"20151204",true
"20151205",false
"20151206",false
"20151207",true
"20151208",true
"20151209",true
"20151210",true
"20151211",true
"20151212",false
"20151213",false
"20151214",true
"20151215",true
"20151216",true
"20151217",true
"20151218",true
"20151219",false
"20151220",false
"20151221",true
"20151222",true
"20151223",true
"20151224",true
"20151225",true
"20151226",false
"20151227",false
"20151228",true
"20151229",true
"20151230",true
"20151231",true
"20160101",false
"20160102",false
"20160103",false
"20160104",true
"20160105",true
"20160106",true
"20160107",true
"20160108",true
"20160109",false
"20160110",false
"20160111",true
"20160112",true
"20160113",true
"20160114",true
"20160115",true
"20160116",false
"20160117",false
"20160118",true
"20160119",true
"20160120",true
"20160121",true
"20160122",true
"20160123",false
"20160124",false
"20160125",true
"20160126",true
"20160127",true
"20160128",true
"20160129",true
"20160130",false
"20160131",false
"20160201",true
"20160202",true
"20160203",true
"20160204",true
"20160205",true
"20160206",false
"20160207",false
"20160208",false
"20160209",false
"20160210",false
"20160211",false
"20160212",false
"20160213",false
"20160214",false
"20160215",true
"20160216",true
"20160217",true
"20160218",true
"20160219",true
"20160220",false
"20160221",false
"20160222",true
"20160223",true
"20160224",true
"20160225",true
"20160226",true
"20160227",false
"20160228",false
"20160229",true
"20160301",true
"20160302",true
"20160303",true
"20160304",true
"20160305",false
"20160306",false
"20160307",true
"20160308",true
"20160309",true
"20160310",true
"20160311",true
"20160312",false
"20160313",false
"20160314",true
"20160315",true
"20160316",true
"20130530",true
"20130531",true
"20130601",false
"20130602",false
"20131027",false
"20131028",true
"20160323",true
"20160324",true
"20160325",true
"20131030",true
"20131031",true
"20131101",true
"20131102",false
"20131103",false
"20131104",true
"20131105",true
"20131106",true
"20131107",true
"20131108",true
"20131109",false
"20131110",false
"20131111",true
"20131112",true
"20131113",true
"20131114",true
"20131115",true
"20131116",false
"20131117",false
"20131118",true
"20131119",true
"20131120",true
"20131121",true
"20131122",true
"20131123",false
"20131124",false
"20131125",true
"20131126",true
"20131127",true
"20131128",true
"20131129",true
"20131130",false
"20131201",false
"20131202",true
"20131203",true
"20131204",true
"20131205",true
"20131206",true
"20131207",false
"20131208",false
"20131209",true
"20131210",true
"20131211",true
"20131212",true
"20131213",true
"20131214",false
"20131215",false
"20131216",true
"20131217",true
"20131218",true
"20131219",true
"20131220",true
"20131221",false
"20131222",false
"20131223",true
"20131224",true
"20131225",true
"20131226",true
"20131227",true
"20131228",false
"20131229",false
"20131230",true
"20131231",true
"20140101",false
"20140102",true
"20140103",true
"20140104",false
"20140105",false
"20140106",true
"20140107",true
"20140108",true
"20140109",true
"20140110",true
"20140111",false
"20140112",false
"20140113",true
"20140114",true
"20140115",true
"20140116",true
"20140117",true
"20140118",false
"20140119",false
"20140120",true
"20140121",true
"20140122",true
"20140123",true
"20140124",true
"20140125",false
"20140126",false
"20140127",true
"20140128",true
"20140129",true
"20140130",true
"20140131",false
"20140201",false
"20140202",false
"20140203",false
"20140204",false
"20140205",false
"20140206",false
"20140207",true
"20140208",false
"20140209",false
"20140210",true
"20140211",true
"20140212",true
"20140213",true
"20140214",true
"20140215",false
"20140216",false
"20140217",true
"20140218",true
"20140219",true
"20140220",true
"20140221",true
"20140222",false
"20140223",false
"20140224",true
"20140225",true
"20140226",true
"20140227",true
"20140228",true
"20140301",false
"20140302",false
"20140303",true
"20140304",true
"20140305",true
"20140306",true
"20140307",true
"20140308",false
"20140309",false
"20140310",true
"20140311",true
"20140312",true
"20140313",true
"20140314",true
"20140315",false
"20140316",false
"20140317",true
"20140318",true
"20140319",true
"20140320",true
"20140321",true
"20140322",false
"20140323",false
"20140324",true
"20140325",true
"20140326",true
"20140327",true
"20140328",true
"20140329",false
"20140330",false
"20140331",true
"20140401",true
"20140402",true
"20140403",true
"20140404",true
"20140405",false
"20140406",false
"20140407",false
"20140408",true
"20140409",true
"20140410",true
"20140411",true
"20140412",false
"20140413",false
"20140414",true
"20140415",true
"20140416",true
"20140417",true
"20140418",true
"20140419",false
"20140420",false
"20140421",true
"20140422",true
"20140423",true
"20140424",true
"20140425",true
"20140426",false
"20140427",false
"20140428",true
"20140429",true
"20140430",true
"20140501",false
"20140502",false
"20140503",false
"20140504",false
"20140505",true
"20140506",true
"20140507",true
"20140508",true
"20140509",true
"20140510",false
"20140511",false
"20140512",true
"20140513",true
"20140514",true
"20140515",true
"20140516",true
"20140517",false
"20140518",false
"20140519",true
"20140520",true
"20140521",true
"20140522",true
"20140523",true
"20140524",false
"20140525",false
"20140526",true
"20140527",true
"20140528",true
"20140529",true
"20140530",true
"20140531",false
"20140601",false
"20140602",false
"20140603",true
"20140604",true
"20140605",true
"20140606",true
"20140607",false
"20140608",false
"20140609",true
"20140610",true
"20140611",true
"20140612",true
"20140613",true
"20140614",false
"20140615",false
"20140616",true
"20140617",true
"20140618",true
"20140619",true
"20140620",true
"20140621",false
"20140622",false
"20140623",true
"20140624",true
"20140625",true
"20140626",true
"20140627",true
"20140628",false
"20140629",false
"20140630",true
"20140701",true
"20140702",true
"20140703",true
"20140704",true
"20140705",false
"20140706",false
"20140707",true
"20140708",true
"20140709",true
"20140710",true
"20140711",true
"20140712",false
"20140713",false
"20140714",true
"20140715",true
"20140716",true
"20140717",true
"20140718",true
"20140719",false
"20140720",false
"20140721",true
"20140722",true
"20140723",true
"20140724",true
"20140725",true
"20140726",false
"20140727",false
"20140728",true
"20140729",true
"20140730",true
"20140731",true
"20140801",true
"20140802",false
"20140803",false
"20140804",true
"20140805",true
"20140806",true
"20140807",true
"20140808",true
"20140809",false
"20140810",false
"20140811",true
"20140812",true
"20140813",true
"20140814",true
"20130603",true
"20130604",true
"20130605",true
"20130606",true
"20130607",true
"20130608",false
"20130609",false
"20130610",false
"20130611",false
"20130612",false
"20130613",true
"20130614",true
"20130615",false
"20130616",false
"20130617",true
"20130618",true
"20130619",true
"20130620",true
"20130621",true
"20130622",false
"20130623",false
"20130624",true
"20130625",true
"20130626",true
"20130627",true
"20130628",true
"20130629",false
"20130630",false
"20130701",true
"20130702",true
"20130703",true
"20130704",true
"20130705",true
"20130706",false
"20130707",false
"20130708",true
"20130709",true
"20130710",true
"20130711",true
"20130712",true
"20130713",false
"20130714",false
"20130715",true
"20130716",true
"20130717",true
"20130718",true
"20130719",true
"20130720",false
"20130721",false
"20130722",true
"20130723",true
"20130724",true
"20130725",true
"20130726",true
"20130727",false
"20130728",false
"20130729",true
"20130730",true
"20130731",true
"20130801",true
"20130802",true
"20130803",false
"20130804",false
"20130805",true
"20130806",true
"20130807",true
"20130808",true
"20130809",true
"20130810",false
"20130811",false
"20130812",true
"20130813",true
"20130814",true
"20130815",true
"20130816",true
"20130817",false
"20130818",false
"20130819",true
"20130820",true
"20130821",true
"20130822",true
"20130823",true
"20130824",false
"20130825",false
"20130826",true
"20130827",true
"20130828",true
"20130829",true
"20130830",true
"20130831",false
"20130901",false
"20130902",true
"20130903",true
"20130904",true
"20130905",true
"20130906",true
"20130907",false
"20130908",false
"20130909",true
"20130910",true
"20130911",true
"20130912",true
"20130913",true
"20130914",false
"20130915",false
"20130916",true
"20130917",true
"20130918",true
"20130919",false
"20130920",false
"20130921",false
"20130922",false
"20130923",true
"20130924",true
"20130925",true
"20130926",true
"20130927",true
"20130928",false
"20130929",false
"20130930",true
"20131001",false
"20131002",false
"20131003",false
"20131004",false
"20131005",false
"20131006",false
"20131007",false
"20131008",true
"20131009",true
"20131010",true
"20131011",true
"20131012",false
"20131013",false
"20131014",true
"20131015",true
"20131016",true
"20131017",true
"20131018",true
"20131019",false
"20131020",false
"20131021",true
"20131022",true
"20131023",true
"20131024",true
"20171024",true
"20171025",true
"20140815",true
"20140816",false
"20140817",false
"20140818",true
"20140819",true
"20140820",true
"20140821",true
"20140822",true
"20140823",false
"20140824",false
"20140825",true
"20140826",true
"20140827",true
"20140828",true
"20140829",true
"20140830",false
"20140831",false
"20140901",true
"20140902",true
"20140903",true
"20140904",true
"20140905",true
"20140906",false
"20140907",false
"20140908",false
"20140909",true
"20140910",true
"20140911",true
"20140912",true
"20140913",false
"20140914",false
"20140915",true
"20140916",true
"20140917",true
"20140918",true
"20140919",true
"20140920",false
"20140921",false
"20140922",true
"20140923",true
"20140924",true
"20140925",true
"20140926",true
"20140927",false
"20140928",false
"20140929",true
